question_id	question	query
WebQTrn-3242	what does the name austin stand for	meaning of name austin
WebQTrn-3243	who does hank baskett play for now nov 2010	hank aaron birthday
WebQTrn-3244	who was the president of the us in 1971	us president in 1971
WebQTrn-3245	what team did ronaldo play for	ronaldo team
WebQTrn-3246	what to do today in birmingham uk	places to do in birmingham
WebQTrn-3248	how old is the current president of north korea	north korea president age
WebQTrn-3249	what show does tamera mowry play on	tamera mowry tv show
WebQTrn-3250	what language do the people speak in australia	languages spoken in australia
WebQTrn-3251	what college is in greeley colorado	greeley colorado college
WebQTrn-3252	what countries does the niger river flow through	niger river flow country 
WebQTrn-3253	what is the official state flower of arizona	arizona state flower
WebQTrn-3255	where is pyramids located in egypt	 pyramids location egypt
WebQTrn-3257	who does cristiano ronaldo play for 2012	cristiano ronaldo actor 2012
WebQTrn-3258	what type of laws did mary harris jones demand	mary harris jones demand law
WebQTrn-3259	what team did kobe bryant play for first	kobe bryant team first play
WebQTrn-326	what time zone is new york under	new york time zone now
WebQTrn-3260	what kind of government does vietnam have	type of government in vietnam
WebQTrn-3261	what language do the speak in switzerland	most spoken language in switzerland
WebQTrn-3263	what style of art did van gogh produce	van gogh style of art
WebQTrn-3266	what movies did angelina jolie star in	list of angelina jolie movies
WebQTrn-3267	where was ancient carthage located	ancient carthage location
WebQTrn-3268	what type of paintings did marc chagall do	marc chagall paintings types 
WebQTrn-3271	what does chilean people speak	language spoken in chile
WebQTrn-3272	what were frederick douglass achievements	frederick douglass accomplishments
WebQTrn-3273	who plays kenneth on 30 rock	kenneth actor 30 rock
WebQTrn-3275	what is zip code for davenport iowa	zip code davenport iowa
WebQTrn-3277	who is the current coach of the new york knicks	new york knicks coach
WebQTrn-3279	what organization did dr. carter g. woodson found	dr carter g woodson founded organization 
WebQTrn-3280	who owns the steelers football team	steelers football team owner
WebQTrn-3284	what inventions did leonardo da vinci made	inventions by leonardo da vinci
WebQTrn-3285	which team does ronaldinho play for	ronaldinho team
WebQTrn-3286	where is eric cantor from	eric cantor origins
WebQTrn-3287	what is the currency of sweden called	currency of sweden
WebQTrn-3289	where did tim mcgraw grew up	tim mcgraw birthplace
WebQTrn-329	who voiced meg in the pilot	voice of meg in the pilot
WebQTrn-3291	when did kerry run for president	john kerry run for president time 
WebQTrn-3293	what currency does greece use	currency used in greece
WebQTrn-3294	who does sonny bill williams play for 2012	bill williams play for 2012
WebQTrn-3297	who did michael vick play for in 2008	michael vick play for 2008
WebQTrn-33	where are the netherlands on a world map	netherlands on world map
WebQTrn-3300	where is rihanna from ethnically	rihanna origins ethnically
WebQTrn-3301	where was the assyrian civilization located	assyrian civilization location
WebQTrn-3302	what did baron de montesquieu die from	baron de montesquieu death cause
WebQTrn-3303	who are the current senators from illinois	senators illinois
WebQTrn-3304	what do do in nashville tn	to do in nashville tn
WebQTrn-3305	what inventions did robert hooke made	robert hooke inventions
WebQTrn-3307	what team does derrick rose play for	derrick rose team
WebQTrn-3308	what countries do new zealand export to	new zealand export country 
WebQTrn-3309	what type of government does the former soviet union have	soviet union government type
WebQTrn-331	where did bashar al assad study	bashar al assad school
WebQTrn-3310	what illness did huell howser died of	huell howser cause of death
WebQTrn-3311	what car models does gm make	gm car models
WebQTrn-3312	which legend of zelda game is the first	first legend of zelda game
WebQTrn-3315	what years have the steelers won the super bowl	steelers win super bowl years
WebQTrn-3316	what did doc holliday die from	doc holliday cause of death
WebQTrn-3317	what countries does britain own	countries that make up the uk
WebQTrn-3318	what government does france have	type of government in france
WebQTrn-3319	who played dorothy in the film wizard of oz	dorothy actor wizard of oz
WebQTrn-3322	what countries are on the mediterranean sea	countries around the mediterranean sea
WebQTrn-3323	what languages do they speak in russia	languages spoken in russia
WebQTrn-3324	who plays jim halpert	jim halpert actor
WebQTrn-3325	when were the phillies founded	phillies found time 
WebQTrn-3326	who is john cabot 's parents	 john cabot parent
WebQTrn-3328	who succeeded william mckinley as president	presidency succeeded william mckinley 
WebQTrn-3329	where does jamie chung live	jamie chung live city 
WebQTrn-3330	what george washington carver famous for	george washington carver famous for
WebQTrn-3331	what is the zip code for wildwood	zip code wildwood
WebQTrn-3333	where did bronx tale take place	bronx tale star t location 
WebQTrn-3334	who voices ray in archer	 voice of ray in archer
WebQTrn-3335	what kind of money do they use in russia	money used in russia
WebQTrn-3336	what does uvm stand for college	meaning uvm college
WebQTrn-3337	who plays edward elric	edward elric actor
WebQTrn-3339	who plays lola bunny on the looney tunes show	lola bunny actor on the looney tunes show
WebQTrn-3341	what kind of money does germany	german currency
WebQTrn-3343	what cities are included in maricopa county	cities in maricopa county
WebQTrn-3345	what time is the grand prix starting	grand prix start time 
WebQTrn-3350	what language do pakistani people talk	language spoken in pakistan
WebQTrn-3351	what does china border	 china border
WebQTrn-3353	what was alice walker famous for	alice walker known for
WebQTrn-3354	where did michael jackson went to school	michael jackson school location 
WebQTrn-3356	where is the time zone in kentucky	time zone in kentucky
WebQTrn-3357	what albums did john frusciante play on	john frusciante  albums
WebQTrn-3358	what influenced whitman 's poetry	 whitman poetry influenced by
WebQTrn-3359	what did martin luther king jr do in his life	things about martin luther king jr
WebQTrn-336	what films did charlie chaplin direct	charlie chaplin directed films
WebQTrn-3360	what kind of legal system does australia have	legal system in australia
WebQTrn-3361	where did jimmy hoffa live	jimmy hoffa living city
WebQTrn-3364	what children 's books did suzanne collins wrote	suzanne collins books
WebQTrn-3366	what is the zip code for morgantown in	zip code for morgantown in
WebQTrn-3371	where did elvis presley live before he died	elvis presley live city before die
WebQTrn-3373	what to do in daytona	to do daytona
WebQTrn-3374	who does paul walker play in fast and furious	paul walker character in fast and furious
WebQTrn-3378	what kind of money do japanese use	currency of japanese
WebQTrn-3379	where does the name melbourne come from	origin of name melbourne
WebQTrn-338	when did joe walsh leave the eagles	time joe walsh left the eagles
WebQTrn-3381	what kind of money does chile use	money in chile
WebQTrn-3382	what currency do italy have	currency in italy today
WebQTrn-3385	what did susan atkins die of	susan atkins death cause 
WebQTrn-3386	what type of currency does brazil use	currency used in brazil
WebQTrn-3387	who plays tommy oliver in power rangers	tommy oliver actor power rangers
WebQTrn-3388	what year did dwight howard won the slam dunk contest	michael jordan time win slam dunk contest
WebQTrn-3389	what country did marco polo come from	marco polo nationality
WebQTrn-339	when was the musical annie written	annie the musical composed date
WebQTrn-3390	what were hitler 's parents names	hitler parents name
WebQTrn-3391	when was the first pope of the catholic church	first pope of the catholic church
WebQTrn-3393	what currency do i bring to cuba	 currency used in cuba
WebQTrn-3394	where did patrick henry live	patrick henry live city
WebQTrn-3395	what kind of government does mongolia	government of mongolia
WebQTrn-3398	where is spain located what continent	continent of spain
WebQTrn-3399	what form of government is the philippines	philippines form of government
WebQTrn-34	what is the president of brazil	president of brazil
WebQTrn-3400	who plays stewie griffin on family guy	family guy stewie griffin actor 
WebQTrn-3405	who plays stewie griffin 's voice	voice of stewie griffin
WebQTrn-3407	what are the mountains in peru called	mountains name in peru
WebQTrn-341	who does billy beane work for now	billy beane currency boss
WebQTrn-3411	where english is spoken in the world	english spoken country
WebQTrn-3413	what office does paul ryan hold	paul ryan holding office
WebQTrn-3415	what country is the iberian peninsula located in	iberian peninsula countries
WebQTrn-342	what subatomic particles did jj thomson discover	subatomic particle found by jj thomson
WebQTrn-3420	which airport is closest to barcelona port	barcelona close airport 
WebQTrn-3421	who is jojo simmons mother	jojo simmons mother
WebQTrn-3423	who plays john connor in terminator salvation	sarah connor terminator actress
WebQTrn-3424	what year doug williams won the super bowl	doug williams time win super bowl
WebQTrn-3425	what country was osama bin laden killed in	osama bin laden killed country 
WebQTrn-3427	who won the governor election in michigan	 governor election results michigan
WebQTrn-3428	where did heidi klum and seal get married	 heidi klum and seal married locations
WebQTrn-343	what films have taylor lautner been in	taylor lautner movies
WebQTrn-3431	what timezone is new england usa in	england usa time zone
WebQTrn-3432	what happened to rev. robert schuller	rev. robert schuller situation 
WebQTrn-3436	where is located cornell university	location of cornell university
WebQTrn-3437	who speaks arabic language	 arabic language spoken country
WebQTrn-3439	what dialects are spoken in the uk	dialects UK
WebQTrn-3440	what should i visit in venice	places to visit in venice
WebQTrn-3441	where james madison was born	james madison birthplace 
WebQTrn-3442	when was the last time iran invaded another country	last time iran invaded another country
WebQTrn-3445	who is jeff probst ex wife	jeff probst ex wife
WebQTrn-3447	what island is bethany hamilton from	bethany hamilton origin island
WebQTrn-3453	where did nadia boulanger live	nadia boulanger live city
WebQTrn-3454	what year did michael jordan get drafted	michael jordan draft year
WebQTrn-3455	what airport do you fly into maui	 airport to maui
WebQTrn-3456	who does mark sanchez play for	mark sanchez characters 
WebQTrn-3458	what are the main imports and exports of afghanistan	imports and exports afghanistan
WebQTrn-3459	what movies have gerard butler been in	movies with gerard butler
WebQTrn-3460	what country is beside france	country beside france
WebQTrn-3463	who is the leader of japan right now	leader of japan 
WebQTrn-3464	when did michael jordan started playing basketball in the nba	michael jordan start time basketball nba
WebQTrn-3466	in which city was president kennedy killed	president kennedy killed city
WebQTrn-3467	where is martin cooper from	martin cooper nationality
WebQTrn-3468	what is charlie sheen 's dad 's name	charlie sheen 's dad 's name
WebQTrn-347	what exactly did dale earnhardt die from	dale earnhardt cause of death
WebQTrn-3470	what office does boehner hold	boehner holding office
WebQTrn-3471	where do the baltimore ravens play	baltimore ravens play location
WebQTrn-3472	what sport do the harlem globetrotters play	harlem globetrotters sports
WebQTrn-3473	who was betty white married too	betty white spouse
WebQTrn-3474	where is poe buried now	poe bury location
WebQTrn-3475	where is danish located	location of denmark
WebQTrn-3478	what languages do scottish people speak	languages spoken scotland
WebQTrn-3479	what type of money does brazil have	currency in brazil
WebQTrn-348	what year did miami heat win the championship	miami heat championship year
WebQTrn-3480	who started mary kay	founder mary kay
WebQTrn-3481	what types of government does france have	type of government in france
WebQTrn-3482	where is mount st helens	mount st helens location
WebQTrn-3483	who are the players on the toronto maple leafs	toronto maple leafs player
WebQTrn-3485	in which continent is russia	russia continent
WebQTrn-3486	what to do in ottawa ontario today	to do in ottawa ontario
WebQTrn-3487	where did paul ryan live	paul ryan live city 
WebQTrn-3489	what is the australian open called	australian open name
WebQTrn-3490	what is the money currency in guatemala	currency used in guatemala
WebQTrn-3495	what sort of government does canada have	types of government in canada
WebQTrn-3496	what country does mexico trade with	country trade with mexico
WebQTrn-350	who was emperor diocletian	emperor diocletian 
WebQTrn-3500	who was the voice of simba	voice actor of simba
WebQTrn-3502	what is the capital of oregon	capital oregon
WebQTrn-3503	what do spain call their money	spain currency 
WebQTrn-3505	who did james franco play on general hospital	james franco general hospital
WebQTrn-3506	which party did lincoln belong to	lincoln political party
WebQTrn-3507	who plays saruman in lord of the rings	saruman actor in lord of the rings
WebQTrn-351	who is chelsea kane	chelsa kane
WebQTrn-3510	what teams did shaq play 4	teams shaq played for
WebQTrn-3511	what currency does turkey accept	currency of turkey
WebQTrn-3512	who was vice president under lincoln	abraham lincoln vice president
WebQTrn-3513	what state is the george washington university in	george washington university which state
WebQTrn-3517	what color are the arizona cardinals uniforms	st louis cardinals uniforms color 
WebQTrn-3518	when was george h.w. bush elected president	george hw bush president when 
WebQTrn-352	who is darwin and what is his theory	darwin and his theory
WebQTrn-3521	where the seneca indians lived	seneca indians live city
WebQTrn-3522	which country does irish language come from	irish language origin country
WebQTrn-3523	what did the harlem renaissance created	harlem renaissance creation 
WebQTrn-3524	what movies gerard butler in	movies with gerard butler
WebQTrn-3526	where is glastonbury uk	glastonbury uk location
WebQTrn-3527	what language did ancient romans write in	ancient roman language
WebQTrn-3528	what team does diego forlan currently play for	diego forlan team
WebQTrn-3529	what other movies is liam hemsworth in	liam hemsworth movies
WebQTrn-353	what did obama study in school	barack obama major
WebQTrn-3530	what to do downtown san francisco	to do downtown san francisco
WebQTrn-3531	what kind of cancer did bob marley died from	bob marley die cancer 
WebQTrn-3532	what religion did jesus christ follow	jesus christ followed religion
WebQTrn-3533	who was luke skywalker played by	luke skywalker actor
WebQTrn-3534	who was the secretary of state when richard nixon was president	richard nixon secretary of state
WebQTrn-3535	who does the voice of kovu in lion king	voice of kovu lion king
WebQTrn-3537	what year was tom brady drafted	tom brady drafted year 
WebQTrn-3538	what party is bloomberg affiliated with	bloomberg political party
WebQTrn-3539	where does t boone pickens live	t boone pickens live city
WebQTrn-354	where did deion sanders play baseball	deion sanders baseball teams
WebQTrn-3540	when did the mets win the pennant	time mets win the pennant
WebQTrn-3541	where was saint paul from	saint paul origins 
WebQTrn-3542	what is the capital city of germany now	capital  germany
WebQTrn-3543	what countries does japan export to	 export countries
WebQTrn-3544	where is arabic the official language	country speak arabic
WebQTrn-3545	what continent is syria located in	continent syria
WebQTrn-3546	what events does stephanie rice compete in	tephanie rice compete event
WebQTrn-3548	where did charlton heston live	charlton heston live city
WebQTrn-3549	where did hurricane irene	hurricane irene path
WebQTrn-355	who is the new governor of oregon	new governor of oregon
WebQTrn-3551	who was president when the us navy department was established	us navy established president
WebQTrn-3552	where to visit in orlando florida	places to go in orlando florida
WebQTrn-3554	what sports do they have in china	popular sports in china
WebQTrn-3555	what was alexander graham bell known for	alexander graham known for 
WebQTrn-3557	what did mitch hedberg od on	mitch hedberg od
WebQTrn-3561	which three countries share a land border with cambodia	countries share borders with cambodia
WebQTrn-3562	what country was juan ponce de leon from	juan ponce de leon nationality
WebQTrn-3566	who plays shao kahn	shao kahn actor 
WebQTrn-3567	what did douglas engelbart invent	douglas engelbart inventions
WebQTrn-3568	where did chef chuck hughes go to school	chuck hughes school location 
WebQTrn-3569	who plays marvin eriksen	marvin eriksen actor
WebQTrn-3570	what did james madison wrote	james madison work
WebQTrn-3571	where is fiat abarth made	fiat abarth production origin
WebQTrn-3572	where was tommy steele born	tommy steele birthplace 
WebQTrn-3575	what are some important events in ancient egypt	 important events ancient egypt
WebQTrn-3577	what date did the earthquake in christchurch happen	christchurch earthquake time
WebQTrn-3578	when did mcgee join the ncis team	mcgee time join ncis team
WebQTrn-3579	where are you if you're in khartoum	to do in khartoum
WebQTrn-358	what movies has taylor lautner been in 2011	taylor lautner movies 2011
WebQTrn-3580	where did fred west work	 fred west work city
WebQTrn-3581	where is university of auburn	university of auburn location 
WebQTrn-3582	what countries are around egypt	countries in egypt
WebQTrn-3584	what year did mitt romney first run for president	mitt romney time first run president
WebQTrn-3585	who is engaged to john legend	john legend spouse 
WebQTrn-3587	who won governor of indiana 2012	indiana governor election result 2012
WebQTrn-3591	where is pyramids of giza located	pyramids of giza location
WebQTrn-3592	when does nasdaq start trading	nasdaq trading hours
WebQTrn-3598	what year were the new york yankees established	year new york yankees established
WebQTrn-360	what did kate winslet get an oscar for	kate winslet oscar movies
WebQTrn-3604	what to see near austin	place to visit austin
WebQTrn-3606	what was matthias schleiden known for	matthias schleiden know for
WebQTrn-361	what company did henry ford work for	henry ford company
WebQTrn-3612	what is kate spade	kate spade
WebQTrn-3615	who founded the american federation of labor afl in 1886	american federation of labor founder 1886
WebQTrn-3616	where is louisville ne	louisville ne location
WebQTrn-3620	what is currency in panama	currency used in panama
WebQTrn-3622	what 5 countries border romania	countries that border romania
WebQTrn-3623	when was the last time the kansas city chiefs won a superbowl	last time kansas city chief won super bowl
WebQTrn-3624	where did will smith go to high school	smith school location 
WebQTrn-3625	where is united arab located	united arab location 
WebQTrn-3627	what other movies has liam hemsworth	liam hemsworth movies
WebQTrn-3628	what is duncan bannatyne	meaning of duncan bannatyne
WebQTrn-3629	what was caesar augustus known for	caesar augustus known for 
WebQTrn-363	where indian ocean is located	indian ocean location
WebQTrn-3632	what to do in perth scotland	places to do perth scotland
WebQTrn-3634	who does christine gregoire represent	meaning of christine gregoire
WebQTrn-3644	where the murray river located	murray river source
WebQTrn-3646	what is the money currency in italy	money in italy currency
WebQTrn-3647	where was adolf hitler died	adolf hitler died location 
WebQTrn-3650	what was sherlock holmes famous for	sherlock holmes known for 
WebQTrn-3653	who is roger bacon inventor of	roger bacon inventor
WebQTrn-3655	what city was woodstock held in	city woodstock 
WebQTrn-3657	what was one thing benjamin franklin is famous for	benjamin franklin famous for
WebQTrn-3658	what did john williams play	john williams music
WebQTrn-3659	where does the uk import from	importing into the uk
WebQTrn-3660	who started southwest airlines	founder of southwest airlines
WebQTrn-3662	what was the name of the book that charles darwin wrote	charles darwin book on the origin of species
WebQTrn-3664	who is abraham descended from	abraham descended from
WebQTrn-3665	what did atticus finch do	atticus finch job 
WebQTrn-3666	what type of cancer did patrick swayze die from	patrick swayze cancer
WebQTrn-3667	what was james madison 's job	james madison job
WebQTrn-3668	what language does people in france speak	languages spoken in france
WebQTrn-3669	where is the spratly islands located	spratly islands location 
WebQTrn-3670	where did hammurabi come from	hammurabi origin 
WebQTrn-3671	who does queen elizabeth hair	queen elizabeth hair
WebQTrn-3673	what timezone is colorado in	colorado time zone 
WebQTrn-3676	who killed david ruffin	david ruffin killed by 
WebQTrn-3679	into what language family does english fall	english language family 
WebQTrn-368	what is the china money called	china money name
WebQTrn-3684	who owns the sf giants owner	 sf giants owner
WebQTrn-3686	what is the capital of kentucky known for its bluegrass	capital of kentucky
WebQTrn-3687	what money do you use in aruba	money in aruba
WebQTrn-3690	which countries share land border with vietnam	countries share border vietnam
WebQTrn-3691	who did queen mary marry	mary queen spouse 
WebQTrn-3693	who is the chicago bulls head coach	 chicago bulls head coach
WebQTrn-3694	what type of money do you use in cuba	money used in cuba
WebQTrn-3695	where in georgia does usher live	usher live city in georgia
WebQTrn-3698	what language do people in czech republic speak	language spoken in czech republic
WebQTrn-3699	who plays riley finn on buffy the vampire slayer	riley finn actor on buffy the vampire slayer
WebQTrn-37	what sport do the toronto maple leafs play	toronto maple leafs sport
WebQTrn-370	where is the howard university located	howard university location
WebQTrn-3703	what did charles babbage create in the 1800s	charles babbage creations 1800s
WebQTrn-3706	who plays faramir in lord of the rings	faramir actor in lord of the rings
WebQTrn-3707	when is the last time chicago bulls won a championship	last time chicago bulls championships won
WebQTrn-3708	what is jonathan swift famous for	jonathan swift known for 
WebQTrn-3709	what is the holy book in taoism	holy book in taoism
WebQTrn-3710	where was dr luther king jr born	dr luther king jr birthplace
WebQTrn-3715	where is bob marley grave	bob marley grave location 
WebQTrn-3716	what did hitler do bad	hitler bad thing 
WebQTrn-3718	what time zone is anaheim ca	anaheim ca time zone
WebQTrn-372	what do catholics call their god	catholics god
WebQTrn-3720	what countries are included in the netherlands	countries in the netherlands
WebQTrn-3724	who is timothy hutton married to	timothy hutton spouse
WebQTrn-3725	what guitar does duane allman play	duane allman guitar
WebQTrn-3728	what team does hank baskett play for 2011 season	hank baskett team 2011 season
WebQTrn-3730	what are the african nations	list of african nations
WebQTrn-3734	what party did paul keating belong to	paul keating political party
WebQTrn-3735	what book did w.e.b. dubois wrote	web dubois books
WebQTrn-3738	what films did michael clarke duncan star in	michael clarke duncan movies
WebQTrn-3743	what to do in venice beach ca	to do venice beach ca
WebQTrn-3744	what college did russell wilson go to	russell wilson college 
WebQTrn-3745	what inspired van gogh work	van gogh work inspiration 
WebQTrn-3747	what is wrong with robin roberts	robin roberts situation 
WebQTrn-375	what college did jeff corwin go to	college of jeff corwin
WebQTrn-3750	what team rasheed wallace	team rasheed wallace
WebQTrn-3751	what is the timezone in england called	british time zone
WebQTrn-3753	what was abe lincoln 's wife name	abe lincoln wife name
WebQTrn-3755	what form of government do we have in the usa	form of government in usa
WebQTrn-3756	who are famous people from spain	famous people from spain
WebQTrn-3757	when did shaq come to the nba	 shaq join nba time 
WebQTrn-3758	what empire did maria theresa rule	empress maria theresa
WebQTrn-376	who speaks farsi	farsi speaking people
WebQTrn-3760	what movie is angelina jolie directing	movies with angelina jolie
WebQTrn-3761	what language do they speak brazil	main language spoken in brazil
WebQTrn-3762	who is jimmy fallon married to	jimmy fallon spouse
WebQTrn-3764	who is the coach of inter milan now	inter milan coach
WebQTrn-3766	what is the money called in peru	money used in peru
WebQTrn-3767	what movies did kristen stewart act in	kristen stewart movies list
WebQTrn-3768	what art movement does vincent van gogh belong to	vincent van gogh style of art
WebQTrn-3769	what county is orlando fl in	orlando fl county
WebQTrn-377	who was neptune discovered by	discovery person of neptune
WebQTrn-3772	what do you call russian currency	russian currency name
WebQTrn-3775	what is the name of the broncos mascot	broncos mascot name
WebQTrn-3777	what kind government does the us have	type of government in usa
WebQTrn-378	who were the major trade partners of russia	russia trade partners
WebQTrn-380	where did pavlova originate	origin place of pavlova
WebQTrn-381	where did nathaniel hawthorne die	nathaniel hawthorne place of death
WebQTrn-382	where did jack johnson go to high school	jack johnson high school
WebQTrn-383	who played maxie jones on general hospital	maxie jones actress general hospital
WebQTrn-385	what are buddhist gods	god of buddhism
WebQTrn-386	who influenced wolfgang amadeus mozart	influencer of wolfgang amadeus mozart
WebQTrn-389	when was blessed kateri born	birth date of blessed kateri
WebQTrn-391	what is the political system in south africa	south africa political system
WebQTrn-393	where did joe montana go to high school	joe montana high school
WebQTrn-395	where is the nation of palestine	state of palestine
WebQTrn-397	what countries speak english primarily	list of countries that speak english
WebQTrn-398	what states does the missouri river touch	states touched by mississippi river
WebQTrn-399	what is in liverpool england	liverpool, england place to visit
WebQTrn-400	what state is harvard college located	harvard college location
WebQTrn-401	where was leonardo da vinci when he died	leonardo da vinci place of death
WebQTrn-402	what money do japanese use	currency used in japan
WebQTrn-403	what is the time zone in oklahoma city	oklahoma city time zone
WebQTrn-405	what kind of government did the mali empire have	mali empire government type
WebQTrn-406	what is the religion of israel people	religion of israel
WebQTrn-407	what is mount st helens	st mount helens
WebQTrn-408	what airport is closest to sandals grande in st lucia	nearest airport to sandals in st lucia
WebQTrn-409	which country is north of the usa	country above us
WebQTrn-410	where does drew gordon play	drew gordon teams
WebQTrn-412	what language does people in netherlands speak	languages spoken in netherlands
WebQTrn-414	what countries around the world speak french	countries that speak french
WebQTrn-416	what does michael vick do	michael vick occupation
WebQTrn-417	in which province is johannesburg	province of johannesburg
WebQTrn-418	where was john lennon standing when he was shot	john lennon stand place when shot dead
WebQTrn-42	what party was andrew jackson	andrew jackson party
WebQTrn-420	what state did al gore represent	state represented by al gore
WebQTrn-421	who voiced darth vader in revenge of the sith	voice of darth vader revenge fo the sith
WebQTrn-423	what to do in laughlin nevada	laughlin nevada tourist ideas
WebQTrn-424	who plays princess padme in star wars	princess laya star wars actress
WebQTrn-426	who was louis riel	louis riel
WebQTrn-427	what are the four nations of the uk	list of nations in uk
WebQTrn-429	where is abraham lincoln hometown	abraham lincoln hometown
WebQTrn-430	what disease did helen keller	helen keller illness
WebQTrn-431	what is the name of money in brazil	brazil money name
WebQTrn-432	what year did lakers win championship	lakers championships years
WebQTrn-434	what is the atlanta braves mascot	mascot of atlanta braves
WebQTrn-436	who played dumbledore in the first movie	original dumbledore actor
WebQTrn-44	what county is the city of hampton va in	hampton va county name
WebQTrn-442	who was the first leader of the afl	first afl leader
WebQTrn-443	who is the arizona cardinals football coach	arizona cardinals head coach
WebQTrn-445	where was the battle of waterloo held	waterloo battle location
WebQTrn-446	what was marilyn monroe known for	facts about marilyn monroe
WebQTrn-449	where did lee corso go to college	lee corso college
WebQTrn-45	what is the name of the first harry potter novel	names of first harry potter book
WebQTrn-450	who are the colorado eagles	colorado eagles members
WebQTrn-452	where does lala anthony live	place lala anthony live in
WebQTrn-453	what currency do they accept in kenya	currency in kenya
WebQTrn-456	what do they speak in iran	iran language spoken
WebQTrn-457	who did ayrton senna drive for	ayrton senna team
WebQTrn-459	where is the best place to vacation in the dominican republic	best place to vacation in dominican republic
WebQTrn-46	what did william shakespeare do for a living	william shakespeare occupancy
WebQTrn-461	where was brad pitt born	brad pitt birth place
WebQTrn-462	what position does vernon davis play	vernon davis position
WebQTrn-463	where is the euro 2012 tournament	euro 2012 tournament place
WebQTrn-464	what time is right now in texas	time right now in texas
WebQTrn-465	what to see and do in malta	attractions in malta
WebQTrn-466	where did dolly parton grew up	dolly parton live place as a child
WebQTrn-467	what state is rick santorum from	rick santorum original state
WebQTrn-468	what countries does queen elizabeth ii reign	queen elizabeth ii reign countries
WebQTrn-470	what is jonas brothers names	all jonas brothers names
WebQTrn-471	what art movements was henri matisse involved in	henri matisse art movement
WebQTrn-472	what are some famous tourist attractions in germany	famous places in germany
WebQTrn-475	what countries did czechoslovakia become	countries czechoslovakia became
WebQTrn-477	what did ryan dunn died from	ryan dunn death reason
WebQTrn-478	what war was george washington associated with	george washington war
WebQTrn-480	who does kris humphries play for in the nba	kris humphries nba team
WebQTrn-481	where tupac grew up	tupac early life location
WebQTrn-482	where did al capone go to jail	al capone in prison location
WebQTrn-485	what team did tim tebow play for in college	tim tebow college team
WebQTrn-486	what airport in paris	airport in paris
WebQTrn-488	where did matthew brady live	matthew brady place of resident
WebQTrn-49	what movie is josh hutcherson in	josh hutcherson movies
WebQTrn-491	where do most of the people live in japan	most populated cities in japan
WebQTrn-492	in what country do they speak basque	basque country language
WebQTrn-495	what government system does north korea have	north korea government system
WebQTrn-496	what did einstein do	einstein job
WebQTrn-497	in what country is amsterdam	country of amsterdam
WebQTrn-498	what are the most common religions in the united states	most popular religions in us
WebQTrn-499	what did martin luther king jr go to college for	college major of martin luther king jr
WebQTrn-5	what character did john noble play in lord of the rings	john noble characters in lord of the rings
WebQTrn-500	where did sir ernest shackleton come from	birth place of sir ernest shackleton
WebQTrn-501	what made jimi hendrix great	best of jimi hendrix
WebQTrn-502	who did aaron rodgers play college football 4	aaron rodgers college team
WebQTrn-503	who plays nathan scott	actor nathan scott
WebQTrn-505	where is mount whitney	location of mount whitney
WebQTrn-506	who created the character of romeo	creator of romeo the character
WebQTrn-507	what are some places to visit in new york	best places to visit in new york
WebQTrn-509	where is puntland somalia	location of puntland somalia
WebQTrn-511	where did drew stanton play in college	drew stanton college team
WebQTrn-512	what is kareem abdul jabbar real name	kareem abdul jabbar real name
WebQTrn-513	what countries fall in eastern europe	list of countries in eastern europe
WebQTrn-514	what are taylor swift 's albums	list of taylor swift albums
WebQTrn-515	who is the prime minister of ethiopia now	the ethiopian prime minister
WebQTrn-516	when was mary poppins made	mary poppins made year
WebQTrn-519	who did johnny bench play for	johnny bench baseball team
WebQTrn-521	where is napoleon buried	napoleon bonaparte burial place
WebQTrn-522	what language do people speak in iceland	languages spoken in iceland
WebQTrn-524	where do houston aeros play	houston aeros home stadium
WebQTrn-527	what year did brandon roy get drafted	brandon roy draft class
WebQTrn-528	what are the names of michael jackson children	michael jackson children names
WebQTrn-529	what is pennsylvania 's state flower called	state flower of pennsylvania
WebQTrn-53	what year did william jennings bryan run for president	william jennings bryan election year
WebQTrn-531	what religions are found in australia	religions in australia
WebQTrn-532	what college did drew bledsoe	drew bledsoe college
WebQTrn-534	who does michael vick play for	michael vick nfl team
WebQTrn-535	what is guatemala current system of government	type of government in guatemala
WebQTrn-538	which countries does russia border	countries that border russia
WebQTrn-540	what does pixar produce	pixar films produced
WebQTrn-541	what did emily dickinson die of	emily dickinson death cause
WebQTrn-543	who played lois lane in superman 1	superman1 lois lane actress
WebQTrn-546	what language do fiji people speak	languages spoken in fiji
WebQTrn-547	what victoria beckham kids names	victoria beckham kids names
WebQTrn-55	who was queen victoria 's parents called	parents of queen victoria
WebQTrn-552	when was bill clinton elected president	time bill clinton elected president
WebQTrn-553	where did giovanni pierluigi da palestrina live	place giovanni pierluigi da palestrina live
WebQTrn-557	who played dorothy in the wizard of oz movie	dorothy in the wizard of oz actress
WebQTrn-559	what college did james franco go to	james franco college
WebQTrn-56	what movies did sally field win an oscar for	sally field movies that won oscars
WebQTrn-562	what type of currency should i take to mexico	best currency to take to mexico
WebQTrn-564	what religion was john f kennedy	john f kennedy religion
WebQTrn-565	where was the earthquake in chile 2010	earthquake location in chile 2010
WebQTrn-566	what style of art does andy warhol do	andy warhol style of art
WebQTrn-567	what movies did ron howard do	ron howard movies directed
